"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de mise à jour de la fiche installation"
"Poney Club la Toque de Meslay","721390004","Fyé","72139","72610","","","La Basse Cour de Meslay","[ 48.325325 , 0.079312]","0.079312","48.325325","Non","Oui","Non","","Avec logement de gardien","Non","10","2","Non","Non","Non","Non","Non","Non","Non","1","1","2014-10-28"
"Stade de Foot","721410001","Gesnes-le-Gandelin","72141","72130","","","Route d'Oisseau le Petit","[ 48.354676 , 0.015968]","0.015968","48.354676","Non","Oui","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","2","2","2014-10-29"
"Terrain de Pétanque","721410002","Gesnes-le-Gandelin","72141","72130","","","Place de l'Erable","[ 48.354676 , 0.015968]","0.015968","48.354676","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-10-29"
"Ecole Primaire","721410003","Gesnes-le-Gandelin","72141","72130","","4","Rue des Tisserands","[ 48.354676 , 0.015968]","0.015968","48.354676","Non","Oui","Non","","Non","Non","0","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","1","1","2014-10-29"
"Départ de Circuits Pédestres","721410004","Gesnes-le-Gandelin","72141","72130","","","Place de l'Eglise","[ 48.354676 , 0.015968]","0.015968","48.354676","Oui","Non","Non","","Non","Oui","10","0","Non","Non","Non","Non","Non","Non","Non","2","2","2014-10-29"
"Départ de Circuit de V. T. T.","721410005","Gesnes-le-Gandelin","72141","72130","la maréchalerie","","","[ 48.354676 , 0.015968]","0.015968","48.354676","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","3","3","2014-10-29"
"Terrain Multisport","721410006","Gesnes-le-Gandelin","72141","72130","","","Rue des Tisserands","[ 48.354676 , 0.015968]","0.015968","48.354676","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-10-29"
"Aire de Loisirs","721420001","Grandchamp","72142","72610","Le Bourg","","","[ 48.302053 , 0.181424]","0.181424","48.302053","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","5","5","2013-07-05 16:27:07.590000000"
"Terrain de Pétanque","721430001","Grand-Lucé","72143","72150","Impasse des sorbiers","","","[ 47.86443 , 0.46932]","0.46932","47.86443","Oui","Non","Non","","Non","Non","30","0","Non","Non","Non","Non","Non","Non","Non","5","3","2014-07-09"
"Complexe Sportif Albert Cotin","721430002","Grand-Lucé","72143","72150","","","rue de la Torchetterie","[ 47.86443 , 0.46932]","0.46932","47.86443","Non","Oui","Non","","Non","Non","50","1","Complexe sportif","Non","Non","Non","Non","Non","Non","9","9","2014-07-09"
"Stade de Football","721430003","Grand-Lucé","72143","72150","","","Rue Sainte Facile","[ 47.86443 , 0.46932]","0.46932","47.86443","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","4","4","2014-07-09"
"Boulodrome","721430004","Grand-Lucé","72143","72150","Les farineaux","","Route du Mans","[ 47.86443 , 0.46932]","0.46932","47.86443","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-09"
"Terrain Extérieur Ecole Primaire","721430005","Grand-Lucé","72143","72150","","","Place du Docteur Salmon","[ 47.86443 , 0.46932]","0.46932","47.86443","Non","Oui","Non","","Non","Non","20","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","1","1","2014-07-09"
"Salle de Billard","721430006","Grand-Lucé","72143","72150","","7","rue Hôtel de Ville","[ 47.86443 , 0.46932]","0.46932","47.86443","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-09"
"Départ de Boucles de Randonnées","721430007","Grand-Lucé","72143","72150","Rue de Belleville","","Parking de la Salle de fêtes","[ 47.86443 , 0.46932]","0.46932","47.86443","Non","Oui","Non","","Non","Non","50","1","Non","Non","Non","Non","Non","Non","Non","3","3","2014-07-09"
"Circuit À Bosses","721430008","Grand-Lucé","72143","72150","Route du Mans","","","[ 47.86443 , 0.46932]","0.46932","47.86443","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-07-09"
"Terrain des Champs","721440001","Gréez-sur-Roc","72144","72320","","","Le Bourg","[ 48.136307 , 0.794241]","0.794241","48.136307","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","2","2","2013-09-30"
"Départ de Circuit de Randonnées","721440002","Gréez-sur-Roc","72144","72320","","","le bourg","[ 48.136307 , 0.794241]","0.794241","48.136307","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","3","3","2013-09-30"
"Centre Équestre de la Chataigneraie","721450001","Grez","72145","72140","","","La Chataigneraie","[ 48.189277 , -0.154309]","-0.154309","48.189277","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","5","4","2013-09-18 16:25:36.817000000"
"Salle Polyvalente du Grez","721450002","Grez","72145","72320","","","Place de la mairie","[ 48.189277 , -0.154309]","-0.154309","48.189277","Oui","Non","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","4","4","2013-09-18 16:30:27.150000000"
"Camping Les Tournesols","721450003","Grez","72145","72140","Route de Mayenne","","Le landereau","[ 48.189277 , -0.154309]","-0.154309","48.189277","Oui","Non","Non","25000","Avec logement de gardien","Non","5","","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-18 16:30:58.990000000"
"Salle Associative","721460001","Guécélard","72146","72230","","","Place du 8 Mai 1945","[ 47.875589 , 0.12928]","0.12928","47.875589","Oui","Non","Non","","Non","Non","50","1","Non","Non","Non","Non","Non","Non","Non","1","1","2011-03-25"
"Centre Équestre Château Gaillard","721460002","Guécélard","72146","72230","","","Château Gaillard","[ 47.875589 , 0.12928]","0.12928","47.875589","Non","Oui","Non","270000","Avec logement de gardien","Non","5","0","Non","Non","Non","Non","Non","Non","Non","4","4","2011-03-25"
"Boucles de Randonnées","721460005","Guécélard","72146","72230","","","Place de l'église","[ 47.875589 , 0.12928]","0.12928","47.875589","Non","Oui","Non","0","Non","Non","50","1","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-03-28"
"Complexe Sportif","721460011","Guécélard","72146","72230","","","Chemin du dauphin","[ 47.875589 , 0.12928]","0.12928","47.875589","Non","Oui","Non","","Non","Non","100","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","10","9","2011-03-25"
"Terrains de Pétanque","721460012","Guécélard","72146","72230","","","Route des Galopières","[ 47.875589 , 0.12928]","0.12928","47.875589","Non","Oui","Non","","Non","Non","5","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-03-28"
"Salle Polyvalente","721470001","Guierche","72147","72280","","","Rue Principale","[ 48.113375 , 0.193185]","0.193185","48.113375","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-05-28"
"Stade de Football","721470002","Guierche","72147","72280","","","Rue Principale","[ 48.113375 , 0.193185]","0.193185","48.113375","Non","Oui","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","4","4","2014-05-28"
"Terrain de Pétanque","721470003","Guierche","72147","72380","","","Place de la Mairie","[ 48.113375 , 0.193185]","0.193185","48.113375","Non","Oui","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-05-28"
"Départ de Circuits de Randonnées","721470004","Guierche","72147","72380","","","Place de l'église","[ 48.113375 , 0.193185]","0.193185","48.113375","Oui","Non","Non","","Non","Oui","10","0","Non","Non","Non","Non","Non","Non","Non","2","2","2014-05-28"
"Départ de Circuit de Randonnées","721480001","Jauzé","72148","72110","Place de l'église","","","[ 48.21102 , 0.376255]","0.376255","48.21102","Oui","Non","Non","","Non","Non","10","","Non","Non","Non","Non","Non","Non","Non","2","2","2013-09-16 10:56:19.317000000"
"Stade","721490001","Joué-en-Charnie","72149","72540","","","Route de Brûlon","[ 48.017538 , -0.191786]","-0.191786","48.017538","Non","Oui","Non","6500","Non","Non","30","1","Non","Non","Non","Non","Non","Non","Non","2","2","2013-11-13"
"Salle Polyvalente","721500001","Joué-l'Abbé","72150","72380","","","Rue de l'Église","[ 48.110194 , 0.216148]","0.216148","48.110194","Non","Oui","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-05-28"
"Complexe Sportif","721500004","Joué-l'Abbé","72150","72380","","","Route de la Guierche","[ 48.110194 , 0.216148]","0.216148","48.110194","Non","Oui","Non","","Non","Non","20","2","Complexe sportif","Non","Non","Non","Non","Non","Non","4","4","2014-05-28"
"Départ de Circuits de Randonnées","721500005","Joué-l'Abbé","72150","72380","","","Place de la mairie","[ 48.110194 , 0.216148]","0.216148","48.110194","Oui","Non","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","2","2","2014-05-28"
"Ecole Jacqueline Duhême","721500006","Joué-l'Abbé","72150","72380","","","Route de la Trugalle","[ 48.110194 , 0.216148]","0.216148","48.110194","Non","Oui","Non","","Non","Non","15","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","1","1","2014-05-28"
"Stade Municipal","721510001","Juigné-sur-Sarthe","72151","72300","","","Rue du clos chauvin","[ 47.863369 , -0.287372]","-0.287372","47.863369","Oui","Non","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","4","4","2014-09-03"
"Salle des Fêtes","721510002","Juigné-sur-Sarthe","72151","72300","","","rue Haute","[ 47.863369 , -0.287372]","-0.287372","47.863369","Non","Oui","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-09-03"
"Halte Fluiviale de Juigné","721510003","Juigné-sur-Sarthe","72151","72300","","","Le Port de Juigné","[ 47.863369 , -0.287372]","-0.287372","47.863369","Non","Oui","Non","","Non","Non","10","1","Non","Non","Non","Non","Non","Non","Non","3","3","2014-09-03"
"Ponton En Amont de L'Écluse","721510004","Juigné-sur-Sarthe","72151","72300","","","Le port juigné","[ 47.863369 , -0.287372]","-0.287372","47.863369","Oui","Non","Non","","Non","Non","2","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-24"
"Circuit de Randonnée","721520001","Juillé","72152","72170","","","Place du Maréchal Leclerc","[ 48.244281 , 0.121852]","0.121852","48.244281","Oui","Non","Non","0","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-27 16:33:07.290000000"
"Salle Polyvalente","721520002","Juillé","72152","72170","","","Le bourg","[ 48.244281 , 0.121852]","0.121852","48.244281","Non","Oui","Non","","Non","Non","50","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-27 16:33:32.540000000"
"Cale de Mise À L'Eau","721520003","Juillé","72152","72170","","","Barrage de l'Hopiteau","[ 48.244281 , 0.121852]","0.121852","48.244281","Oui","Non","Non","","-","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-27 16:33:47.527000000"
"Ecole Publique","721530001","Jupilles","72153","72500","","","Le Bourg","[ 47.789751 , 0.413216]","0.413216","47.789751","Non","Oui","Non","","Non","Non","10","0","Etablissement scolaire","Non","Non","Non","Non","Non","Non","1","1","2013-10-30"
"Salle Polyvalente de Jupilles","721530002","Jupilles","72153","72500","","","Rue du 8 Mai","[ 47.789751 , 0.413216]","0.413216","47.789751","Non","Oui","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","2","2","2013-10-30"
"Départ de Circuits de Randonnée","721530004","Jupilles","72153","72500","","","Place André Ricordeau","[ 47.789751 , 0.413216]","0.413216","47.789751","Oui","Non","Non","400","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","5","5","2013-10-30"
"Gîte Les Troppes","721530005","Jupilles","72153","72500","","","Les Trappes","[ 47.789751 , 0.413216]","0.413216","47.789751","Oui","Non","Non","","Non","Non","20","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-10-30"
"Bassin de Slalom Cyril Fletcher","721540001","Flèche","72154","72200","Moulin de Poil de Reux","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-06-15"
"Aire de Jeux de Verron","721540002","Flèche","72154","72200","Quartier Verron","","Rue des Traversières","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-04-20"
"Bowling","721540003","Flèche","72154","72200","Zone d'activites de la Monnerie","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","50","1","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-05-11"
"Aire de Jeux des Plantes","721540004","Flèche","72154","72200","","","Allée des Fougères","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-04-20"
"Aire de Jeux de Chenonceaux","721540005","Flèche","72154","72200","","","Allée de Langeais","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","3","3","2012-04-20"
"Aire de Jeux de Rhin et Danube","721540007","Flèche","72154","72200","","","Avenue Rhin et Danube","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-04-20"
"Aire de Jeux de Sainte Colombe","721540009","Flèche","72154","72200","","","rue Sainte Colombe","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-04-20"
"Aire de Jeux D'Henri Dunant","721540010","Flèche","72154","72200","","","Rue des Maraîchers","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-04-20"
"Aire de Jeux du Petit Versailles","721540011","Flèche","72154","72200","","","Rue Félix Bayle","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","4","4","2012-04-20"
"Terrain de Pétanque","721540013","Flèche","72154","72200","","","Place du Champ de Foire","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-06-25"
"Ecole Publique Pasteur","721540014","Flèche","72154","72200","","13","rue Pasteur","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","20","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-04-16"
"Ecole Publique Jules Ferry","721540015","Flèche","72154","72200","","","Rue des Maraîchers","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","4","4","2012-04-16"
"Ecole Publique André Fertré","721540016","Flèche","72154","72200","","","Rue de la Magdeleine","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","3","3","2012-04-16"
"Ecole Publique Latouche","721540017","Flèche","72154","72200","","3","Boulevard Latouche","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","20","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","3","3","2012-04-16"
"Ecole Publique Lazare de Baif Quartier de Verron","721540018","Flèche","72154","72200","","4 bis","rue de l'Aubinière","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","3","3","2012-04-16"
"Ecole Publique Léo Délibes Quartier de St Germain du Val","721540019","Flèche","72154","72200","","20","Rue Albert Virfeu","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-04-16"
"Ecole Publique Descartes","721540020","Flèche","72154","72200","","12","rue Pape Carpentier","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","10","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2012-04-16"
"Tonic Fitness Club","721540021","Flèche","72154","72200","","35","Rue de la Dauversière","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-05-04"
"Circuit de Motocross","721540022","Flèche","72154","72200","Le Grand Ruigné","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","50","1","Non","Non","Non","Non","Non","Non","Non","1","1","2012-05-04"
"Complexe Sportif Montréal","721540024","Flèche","72154","72200","","","Boulevard Montréal","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","100","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","9","5","2012-04-20"
"Stade de la Pépinière","721540025","Flèche","72154","72200","","","avenue de Chippenham","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","20","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","4","4","2012-04-20"
"Stade Bouchevereau","721540026","Flèche","72154","72200","","","rue des Eturcies","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","50","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","6","6","2012-06-15"
"Complex Sportif le Petit Versailles","721540027","Flèche","72154","72200","","","rue Saint Germain","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Sans logement de gardien","Non","20","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","4","4","2012-04-23"
"Gymnase du Québec","721540028","Flèche","72154","72200","","","Boulevard du Québec","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Sans logement de gardien","Non","50","4","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-04-20"
"Court de Tennis Pierre Dubois","721540029","Flèche","72154","72200","","","boulevard du Québec","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Sans logement de gardien","Non","20","0","Non","Non","Oui","Non","Non","Non","Non","3","1","2012-04-23"
"Skate Park","721540030","Flèche","72154","72200","","","Parking gare routière","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","20","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-05-09"
"Lacs de la Monnerie","721540031","Flèche","72154","72200","","","La Monnerie","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","400","8","Base de plein air et/ou de loisirs","Non","Oui","Non","Non","Non","Non","13","12","2012-05-11"
"Camping Municipal de la Route D'Or","721540032","Flèche","72154","72200","","","Allée du Camping","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","45000","Sans logement de gardien","Non","5","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-04-20"
"Stand de Tir du Beursault","721540033","Flèche","72154","72200","","","rue Famille Bizot","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","20","1","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-05-09"
"Le Carroi","721540034","Flèche","72154","72200","","","Rue Grollier","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","5","0","Non","Non","Oui","Non","Non","Non","Non","4","3","2013-11-21"
"Base de Canoë-Kayak","721540035","Flèche","72154","72200","","","Allée du camping","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","40","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-06-25"
"Cité Scolaire Bouchevereau","721540036","Flèche","72154","72200","","","Boulevard du Québec","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","50","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","10","7","2012-05-04"
"Association Sportive Bellegarde","721540037","Flèche","72154","72200","","70","rue Magdeleine","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","5","5","2012-05-04"
"Collège et Lycée Notre-Dame","721540038","Flèche","72154","72200","","","rue Magdeleine","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","0","Etablissement scolaire","Non","Oui","Non","Oui","Non","Non","4","3","2012-04-20"
"Centre Équestre Les 2 Chênes","721540039","Flèche","72154","72200","","","rue des Eturcies","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","1","Non","Non","Oui","Non","Non","Non","Non","6","6","2012-04-16"
"Espace Danse la Choréïa","721540040","Flèche","72154","72200","","9","rue des Gravaux","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","20","0","Non","Non","Oui","Non","Non","Non","Non","3","2","2012-05-04"
"Flech-Danse","721540041","Flèche","72154","72200","Saint Germain du Val","72","Rue  Albert Virfeu","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-05-04"
"Boules de Fort la Violette Ville","721540042","Flèche","72154","72200","","22","rue de l'Hospice","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","5","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-04-23"
"Aérodrome de la Flèche Thorée Les Pins","721540043","Flèche","72154","72220","","","Route du Lude","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","50","1","Aérodrome/aéroport","Non","Oui","Non","Non","Non","Non","2","2","2012-04-23"
"Circuits de Randonnée","721540044","Flèche","72154","72200","Parking du parc zoologique","","Le tertre rouge","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","300","10","Non","Non","Non","Non","Non","Non","Non","5","5","2012-05-09"
"Boules de Fort la Gaieté","721540045","Flèche","72154","72200","Allée de la Renaissance","","Avenue de Verdun","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-04-23"
"Boules de Fort la Violette Saint Germain","721540046","Flèche","72154","72200","Quartier Saint Germain du Val","8","rue de l'Arthuisière","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-04-23"
"Boules de Fort L'Amitié","721540047","Flèche","72154","72200","","48","Rue Constantine","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-04-23"
"Boules de Fort Société Amicale du Bas Rhin","721540048","Flèche","72154","72200","","26 Bis","Avenue du  Général Leclerc","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-04-23"
"Boules de Fort Société la Renaissance","721540049","Flèche","72154","72200","Verron","","Rue de la Renaissance","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","10","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-04-20"
"Prytanée Militaire Quartier Henri Iv","721540050","Flèche","72154","72200","Quartier Henri IV","22","rue du Collège","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Avec logement de gardien","Non","20","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","10","10","2013-05-14 11:37:07.713000000"
"Prytanée Militaire Quartier Galliéni","721540051","Flèche","72154","72200","","","Rue de la Tour d'Auvergne","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Avec logement de gardien","Non","50","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","13","13","2012-05-09"
"Amicale du Cheval du Bois-Lenfray","721540052","Flèche","72154","72200","Le Bois-Lenfray","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","150000","Avec logement de gardien","Non","10","0","Non","Non","Non","Non","Non","Non","Non","3","3","2012-04-16"
"Compet'En Flèche le Parc aux Lièvres","721540053","Flèche","72154","72200","Le Parc aux lièvres","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","50000","Avec logement de gardien","Non","5","0","Non","Non","Non","Non","Non","Non","Non","3","3","2012-04-23"
"Complexe Sportif de la Monnerie","721540054","Flèche","72154","72205","La monnerie","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","610","7","Complexe sportif","Non","Oui","Non","Non","Non","Non","5","5","2013-05-21"
"Association Tourisme Équestre Fléchois","721540055","Flèche","72154","72200","","","Avenue du Général de Gaulle","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","20000","Non","Non","50","2","Non","Non","Oui","Non","Non","Non","Non","3","3","2012-05-04"
"Centre Aquatique L'Ilébulle","721540056","Flèche","72154","72200","La Monnerie","","Allée des reinières","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","200","5","Piscine","Non","Oui","Non","Non","Non","Non","3","3","2012-05-11"
"L'Orange Bleu","721540057","Flèche","72154","72200","","","Parc de la Monnerie","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","862","Non","Non","50","1","Non","Non","Oui","Non","Non","Non","Non","5","3","2012-05-04"
"Fitness Park","721540058","Flèche","72154","72200","La Monnerie","8","Rue du Levant","[ 47.699655 , -0.076656]","-0.076656","47.699655","Non","Oui","Non","","Non","Non","50","1","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-05-04"
"Parcours de Pêche N°1","721540059","Flèche","72154","72200","Rue de Printania","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-05-11"
"Parcours de Pêche N°2","721540060","Flèche","72154","72200","Les Belles ouvrières","","","[ 47.699655 , -0.076656]","-0.076656","47.699655","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2012-05-16"
"Centre Henry Roquet","721550002","Laigné-en-Belin","72155","72220","","","rue Henry Roquet","[ 47.877441 , 0.229499]","0.229499","47.877441","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","1","1","2014-05-21"
"Complexe Sportif Bailleul","721550003","Laigné-en-Belin","72155","72220","","34","rue des frères Bailleul","[ 47.877441 , 0.229499]","0.229499","47.877441","Non","Oui","Non","","Non","Oui","50","1","Complexe sportif","Non","Non","Non","Oui","Non","Oui","13","11","2014-05-21"
"Espace Alain Mimoun","721550004","Laigné-en-Belin","72155","72220","","","rue de la Chesnaie","[ 47.877441 , 0.229499]","0.229499","47.877441","Non","Oui","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","2","2","2014-05-21"
